SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,EventAbbMiddleMarker,EventAbbBarsMarker
2,2021,2021221,24,ARE,1311,0,0
2,2021,2021221,24,ARE,1312,0,0
2,2021,2021221,24,ARE,1313,0,0
2,2021,2021221,24,ARE,1314,0,0
2,2021,2021221,24,ARE,1315,0,0
2,2021,2021221,24,ARE,1316,0,0
2,2021,2021221,24,ARE,1317,0,0
2,2021,2021221,24,ARE,1318,0,0
2,2021,2021221,24,ARE,1319,0,0
2,2021,2021221,24,ARE,1320,0,0
2,2021,2021221,24,ARE,1321,0,0
2,2021,2021221,24,ARE,1322,0,0
2,2021,2021221,24,ARE,1323,0,0
2,2021,2021221,24,ARE,1324,0,0
2,2021,2021221,24,ARE,1325,0,0
2,2021,2021221,24,ARE,1326,0,0
2,2021,2021221,24,ARE,1327,0,0
2,2021,2021221,24,ARE,1328,0,0
2,2021,2021221,24,ARE,1329,0,0
2,2021,2021221,24,ARE,1330,4,1
2,2021,2021221,24,ARE,1331,0,0
2,2021,2021221,24,ARE,1332,0,0
2,2021,2021221,24,ARE,1333,0,0
2,2021,2021221,24,ARE,1334,0,0
2,2021,2021221,24,ARE,1335,0,0
2,2021,2021221,24,ARE,1336,0,0
2,2021,2021221,24,ARE,1337,0,0
2,2021,2021221,24,ARE,1338,0,0
2,2021,2021221,24,ARE,1339,0,0
2,2021,2021221,24,ARE,1340,0,0
2,2021,2021221,24,ARE,1341,0,0
2,2021,2021221,24,ARE,1342,0,0
2,2021,2021221,24,ARE,1343,0,0
2,2021,2021221,24,ARE,1344,0,0
2,2021,2021221,24,ARE,1345,0,0
2,2021,2021221,24,ARE,1346,0,0
2,2021,2021221,24,ARE,1347,0,0
2,2021,2021221,24,ARE,1348,0,0
2,2021,2021221,24,ARE,1349,0,0
2,2021,2021221,24,ARE,1350,0,0
2,2021,2021221,24,ARE,1351,0,0
2,2021,2021221,24,ARE,1352,0,0
2,2021,2021221,24,ARE,1353,0,0
2,2021,2021221,24,ARE,1354,0,0
2,2021,2021221,24,ARE,1355,0,0
2,2021,2021221,24,ARE,1356,0,0
2,2021,2021221,24,ARE,1357,0,0
2,2021,2021221,24,ARE,1358,0,0
2,2021,2021221,24,ARE,1359,0,0
